Reporting Date,Debt/Equity,Investment Route,Gross Purchases(Rs Crore),Gross Sales(Rs Crore),Net Investment (Rs Crore),Net Investment US($) million,Conversion (1 USD TO INR),nan
15-Feb-10,Equity,Stock Exchange,1775.6,1457.9,317.6,68.37,Rs.46.4600,
15-Feb-10,Equity,Primary market & others,33.3,0,33.3,7.17,Rs.46.4600,
15-Feb-10,Equity,Sub-total,1808.9,1458,350.9,75.54,Rs.46.4600,
16-Feb-10,Equity,Stock Exchange,1613.6,1385.2,228.4,49.25,Rs.46.3800,
16-Feb-10,Equity,Primary market & others,15,25.9,-10.9,-2.35,Rs.46.3800,
16-Feb-10,Equity,Sub-total,1628.6,1411.1,217.6,46.91,Rs.46.3800,
17-Feb-10,Equity,Stock Exchange,1139.7,924.1,215.5,46.67,Rs.46.1800,
17-Feb-10,Equity,Primary market & others,41.6,0.2,41.4,8.97,Rs.46.1800,
17-Feb-10,Equity,Sub-total,1181.3,924.3,257,55.64,Rs.46.1800,
18-Feb-10,Equity,Stock Exchange,2369.4,1752.9,616.6,133.98,Rs.46.0200,
18-Feb-10,Equity,Primary market & others,607.5,0.2,607.3,131.97,Rs.46.0200,
18-Feb-10,Equity,Sub-total,2977,1753.1,1223.9,265.95,Rs.46.0200,
19-Feb-10,Equity,Stock Exchange,1791.1,2077.2,-286.1,-61.89,Rs.46.2200,
19-Feb-10,Equity,Primary market & others,257.2,0,257.2,55.64,Rs.46.2200,
19-Feb-10,Equity,Sub-total,2048.3,2077.2,-28.9,-6.25,Rs.46.2200,
22-Feb-10,Equity,Stock Exchange,1995.3,1842.4,152.9,32.91,Rs.46.4700,
22-Feb-10,Equity,Primary market & others,140.5,0,140.5,30.23,Rs.46.4700,
22-Feb-10,Equity,Sub-total,2135.8,1842.4,293.4,63.14,Rs.46.4700,
23-Feb-10,Equity,Stock Exchange,1441.7,1498.5,-56.8,-12.31,Rs.46.1600,
23-Feb-10,Equity,Primary market & others,96.5,0.1,96.5,20.9,Rs.46.1600,
23-Feb-10,Equity,Sub-total,1538.2,1498.6,39.6,8.59,Rs.46.1600,
24-Feb-10,Equity,Stock Exchange,1997.8,1363.6,634.2,137.48,Rs.46.1300,
24-Feb-10,Equity,Primary market & others,110.1,0.5,109.7,23.77,Rs.46.1300,
24-Feb-10,Equity,Sub-total,2107.9,1364.1,743.9,161.25,Rs.46.1300,
25-Feb-10,Equity,Stock Exchange,2352.8,1786.4,566.4,122.47,Rs.46.2500,
25-Feb-10,Equity,Primary market & others,49.9,0.5,49.4,10.68,Rs.46.2500,
25-Feb-10,Equity,Sub-total,2402.7,1786.9,615.8,133.15,Rs.46.2500,
26-Feb-10,Equity,Stock Exchange,2379.4,2645.7,-266.3,-57.44,Rs.46.3600,
26-Feb-10,Equity,Primary market & others,22.6,0.1,22.6,4.87,Rs.46.3600,
26-Feb-10,Equity,Sub-total,2402.1,2645.8,-243.7,-52.57,Rs.46.3600,
02-Mar-10,Equity,Stock Exchange,3634.5,2582.6,1051.9,227.53,Rs.46.2300,
02-Mar-10,Equity,Primary market & others,43.6,1.1,42.5,9.2,Rs.46.2300,
02-Mar-10,Equity,Sub-total,3678.1,2583.7,1094.4,236.73,Rs.46.2300,
03-Mar-10,Equity,Stock Exchange,3811.8,2277.3,1534.5,333.44,Rs.46.0200,
03-Mar-10,Equity,Primary market & others,1,0.8,0.2,0.05,Rs.46.0200,
03-Mar-10,Equity,Sub-total,3812.7,2278,1534.7,333.49,Rs.46.0200,
04-Mar-10,Equity,Stock Exchange,2937,1908.3,1028.7,224.12,Rs.45.9000,
04-Mar-10,Equity,Primary market & others,3.9,19.3,-15.4,-3.35,Rs.45.9000,
04-Mar-10,Equity,Sub-total,2940.9,1927.6,1013.4,220.77,Rs.45.9000,
05-Mar-10,Equity,Stock Exchange,2558.4,1892.9,665.4,145.23,Rs.45.8200,
05-Mar-10,Equity,Primary market & others,26.7,0,26.7,5.83,Rs.45.8200,
05-Mar-10,Equity,Sub-total,2585.1,1892.9,692.2,151.06,Rs.45.8200,
08-Mar-10,Equity,Stock Exchange,2657.2,1582.1,1075.1,234.84,Rs.45.7800,
08-Mar-10,Equity,Primary market & others,805.2,1.3,804,175.61,Rs.45.7800,
08-Mar-10,Equity,Sub-total,3462.5,1583.4,1879.1,410.46,Rs.45.7800,
09-Mar-10,Equity,Stock Exchange,3275.6,2185,1090.6,240.05,Rs.45.4300,
09-Mar-10,Equity,Primary market & others,1185.7,16.8,1168.9,257.29,Rs.45.4300,
09-Mar-10,Equity,Sub-total,4461.3,2201.8,2259.4,497.35,Rs.45.4300,
10-Mar-10,Equity,Stock Exchange,3651.5,1959.9,1691.6,371.45,Rs.45.5400,
10-Mar-10,Equity,Primary market & others,78.6,0,78.6,17.26,Rs.45.5400,
10-Mar-10,Equity,Sub-total,3730.1,1959.9,1770.2,388.71,Rs.45.5400,
11-Mar-10,Equity,Stock Exchange,2712.3,2297.8,414.6,91.29,Rs.45.4100,
11-Mar-10,Equity,Primary market & others,4.3,0.8,3.6,0.79,Rs.45.4100,
11-Mar-10,Equity,Sub-total,2716.7,2298.5,418.2,92.09,Rs.45.4100,
12-Mar-10,Equity,Stock Exchange,2250,1844.8,405.3,89.13,Rs.45.4700,
12-Mar-10,Equity,Primary market & others,52.8,11.2,41.7,9.17,Rs.45.4700,
12-Mar-10,Equity,Sub-total,2302.9,1855.9,446.9,98.3,Rs.45.4700,
15-Mar-10,Equity,Stock Exchange,2510.8,2160.7,350.1,77.03,Rs.45.4500,
15-Mar-10,Equity,Primary market & others,40.1,1.3,38.7,8.52,Rs.45.4500,
15-Mar-10,Equity,Sub-total,2550.8,2162,388.9,85.56,Rs.45.4500,
17-Mar-10,Equity,Stock Exchange,4222.6,3048.5,1174.1,257.58,Rs.45.5800,
17-Mar-10,Equity,Primary market & others,179.1,0.3,178.7,39.21,Rs.45.5800,
17-Mar-10,Equity,Sub-total,4401.6,3048.8,1352.8,296.79,Rs.45.5800,
18-Mar-10,Equity,Stock Exchange,2564.9,1647.7,917.2,201.99,Rs.45.4100,
18-Mar-10,Equity,Primary market & others,254.3,0.1,254.1,55.97,Rs.45.4100,
18-Mar-10,Equity,Sub-total,2819.2,1647.8,1171.4,257.96,Rs.45.4100,
19-Mar-10,Equity,Stock Exchange,2489,1922.4,566.7,124.57,Rs.45.4900,
19-Mar-10,Equity,Primary market & others,144.5,0.3,144.1,31.69,Rs.45.4900,
19-Mar-10,Equity,Sub-total,2633.5,1922.7,710.8,156.26,Rs.45.4900,
22-Mar-10,Equity,Stock Exchange,2671.4,2277.8,393.7,86.56,Rs.45.4800,
22-Mar-10,Equity,Primary market & others,0.2,0.4,-0.2,-0.04,Rs.45.4800,
22-Mar-10,Equity,Sub-total,2671.7,2278.2,393.5,86.52,Rs.45.4800,
23-Mar-10,Equity,Stock Exchange,1935.9,1698.5,237.4,52.18,Rs.45.4900,
23-Mar-10,Equity,Primary market & others,57,23.9,33.1,7.29,Rs.45.4900,
23-Mar-10,Equity,Sub-total,1992.9,1722.4,270.5,59.46,Rs.45.4900,
25-Mar-10,Equity,Stock Exchange,2389.8,1981.3,408.6,89.67,Rs.45.5600,
25-Mar-10,Equity,Primary market & others,77.7,0.7,77,16.89,Rs.45.5600,
25-Mar-10,Equity,Sub-total,2467.5,1982,485.5,106.57,Rs.45.5600,
26-Mar-10,Equity,Stock Exchange,5099.8,4230.8,869,190.45,Rs.45.6300,
26-Mar-10,Equity,Primary market & others,225.3,0.3,225,49.32,Rs.45.6300,
26-Mar-10,Equity,Sub-total,5325.1,4231.1,1094,239.77,Rs.45.6300,
29-Mar-10,Equity,Stock Exchange,3033.6,2386.1,647.5,142.8,Rs.45.3400,
29-Mar-10,Equity,Primary market & others,436.2,4.5,431.8,95.23,Rs.45.3400,
29-Mar-10,Equity,Sub-total,3469.8,2390.6,1079.2,238.03,Rs.45.3400,
30-Mar-10,Equity,Stock Exchange,2945.2,1892.3,1052.9,233.55,Rs.45.0800,
30-Mar-10,Equity,Primary market & others,1,21.4,-20.5,-4.55,Rs.45.0800,
30-Mar-10,Equity,Sub-total,2946.2,1913.8,1032.4,229.01,Rs.45.0800,
31-Mar-10,Equity,Stock Exchange,2668.2,1872.8,795.4,176.98,Rs.44.9400,
