Reporting Date,Debt/Equity,Investment Route,Gross Purchases(Rs Crore),Gross Sales(Rs Crore),Net Investment (Rs Crore),Net Investment US($) million,Conversion (1 USD TO INR),nan
20-Oct-22,Equity,Primary market & others,0.06,0.08,-0.02,0,Rs.82.3735,
20-Oct-22,Equity,Sub-total,5671.89,6052.52,-380.63,-46.21,Rs.82.3735,
21-Oct-22,Equity,Stock Exchange,8740.59,7055.17,1685.42,202.56,Rs.83.2042,
21-Oct-22,Equity,Primary market & others,1.9,0,1.9,0.23,Rs.83.2042,
21-Oct-22,Equity,Sub-total,8742.49,7055.17,1687.32,202.79,Rs.83.2042,
25-Oct-22,Equity,Stock Exchange,9235.14,8657.93,577.21,69.66,Rs.82.8619,
25-Oct-22,Equity,Primary market & others,0.17,1.01,-0.84,-0.1,Rs.82.8619,
25-Oct-22,Equity,Sub-total,9235.31,8658.94,576.37,69.56,Rs.82.8619,
27-Oct-22,Equity,Stock Exchange,18884.96,18553.9,331.06,40,Rs.82.7626,
27-Oct-22,Equity,Primary market & others,0,0.01,-0.01,0,Rs.82.7626,
27-Oct-22,Equity,Sub-total,18884.96,18553.91,331.05,40,Rs.82.7626,
28-Oct-22,Equity,Stock Exchange,14610.5,11104.38,3506.12,425.56,Rs.82.3889,
28-Oct-22,Equity,Primary market & others,0,7.21,-7.21,-0.88,Rs.82.3889,
28-Oct-22,Equity,Sub-total,14610.5,11111.59,3498.91,424.68,Rs.82.3889,
31-Oct-22,Equity,Stock Exchange,7318.14,5736.75,1581.39,191.89,Rs.82.4092,
31-Oct-22,Equity,Primary market & others,0,3.62,-3.62,-0.44,Rs.82.4092,
31-Oct-22,Equity,Sub-total,7318.14,5740.37,1577.77,191.45,Rs.82.4092,
01-Nov-22,Equity,Stock Exchange,12403.08,5486.67,6916.41,839.44,Rs.82.3934,
01-Nov-22,Equity,Primary market & others,0,0,0,0,Rs.82.3934,
01-Nov-22,Equity,Sub-total,12403.08,5486.67,6916.41,839.44,Rs.82.3934,
02-Nov-22,Equity,Stock Exchange,12730.9,6494.28,6236.62,754.01,Rs.82.7126,
02-Nov-22,Equity,Primary market & others,5.9,49.31,-43.41,-5.25,Rs.82.7126,
02-Nov-22,Equity,Sub-total,12736.8,6543.59,6193.21,748.76,Rs.82.7126,
03-Nov-22,Equity,Stock Exchange,7609.48,6223.59,1385.89,167.45,Rs.82.7650,
03-Nov-22,Equity,Primary market & others,5.74,0,5.74,0.69,Rs.82.7650,
03-Nov-22,Equity,Sub-total,7615.22,6223.59,1391.63,168.14,Rs.82.7650,
04-Nov-22,Equity,Stock Exchange,18565.51,17786.85,778.66,93.95,Rs.82.8835,
04-Nov-22,Equity,Primary market & others,0,0.25,-0.25,-0.03,Rs.82.8835,
04-Nov-22,Equity,Sub-total,18565.51,17787.1,778.41,93.92,Rs.82.8835,
07-Nov-22,Equity,Stock Exchange,7415.77,5819.21,1596.56,193.46,Rs.82.5287,
07-Nov-22,Equity,Primary market & others,5.72,3.69,2.03,0.25,Rs.82.5287,
07-Nov-22,Equity,Sub-total,7421.49,5822.9,1598.59,193.71,Rs.82.5287,
09-Nov-22,Equity,Stock Exchange,9031.86,7089.64,1942.22,236.25,Rs.82.2112,
09-Nov-22,Equity,Primary market & others,0.08,0.29,-0.21,-0.03,Rs.82.2112,
09-Nov-22,Equity,Sub-total,9031.94,7089.93,1942.01,236.22,Rs.82.2112,
10-Nov-22,Equity,Stock Exchange,9030.32,8544.59,485.73,59.61,Rs.81.4800,
10-Nov-22,Equity,Primary market & others,66.22,5.53,60.69,7.45,Rs.81.4800,
10-Nov-22,Equity,Sub-total,9096.54,8550.12,546.42,67.06,Rs.81.4800,
11-Nov-22,Equity,Stock Exchange,6062.75,6921.31,-858.56,-105.03,Rs.81.7421,
11-Nov-22,Equity,Primary market & others,471.02,0.14,470.88,57.61,Rs.81.7421,
11-Nov-22,Equity,Sub-total,6533.77,6921.45,-387.68,-47.42,Rs.81.7421,
14-Nov-22,Equity,Stock Exchange,14250.24,7750.89,6499.35,805.89,Rs.80.6483,
14-Nov-22,Equity,Primary market & others,416.76,0,416.76,51.68,Rs.80.6483,
14-Nov-22,Equity,Sub-total,14667,7750.89,6916.11,857.57,Rs.80.6483,
15-Nov-22,Equity,Stock Exchange,22506.81,20290.88,2215.93,272.79,Rs.81.2332,
15-Nov-22,Equity,Primary market & others,777.41,0,777.41,95.7,Rs.81.2332,
15-Nov-22,Equity,Sub-total,23284.22,20290.88,2993.34,368.49,Rs.81.2332,
16-Nov-22,Equity,Stock Exchange,7485.78,7661.9,-176.12,-21.63,Rs.81.4280,
16-Nov-22,Equity,Primary market & others,62.92,12.92,50,6.14,Rs.81.4280,
16-Nov-22,Equity,Sub-total,7548.7,7674.82,-126.12,-15.49,Rs.81.4280,
17-Nov-22,Equity,Stock Exchange,8059.22,8000.24,58.98,7.25,Rs.81.3354,
17-Nov-22,Equity,Primary market & others,0.16,20.24,-20.08,-2.47,Rs.81.3354,
17-Nov-22,Equity,Sub-total,8059.38,8020.48,38.9,4.78,Rs.81.3354,
18-Nov-22,Equity,Stock Exchange,8100.51,6812.62,1287.89,157.76,Rs.81.6335,
18-Nov-22,Equity,Primary market & others,300.25,4.86,295.39,36.18,Rs.81.6335,
18-Nov-22,Equity,Sub-total,8400.76,6817.48,1583.28,193.94,Rs.81.6335,
21-Nov-22,Equity,Stock Exchange,6897.9,7700.16,-802.26,-98.2,Rs.81.6975,
21-Nov-22,Equity,Primary market & others,1079.51,5.04,1074.47,131.52,Rs.81.6975,
21-Nov-22,Equity,Sub-total,7977.41,7705.2,272.21,33.32,Rs.81.6975,
22-Nov-22,Equity,Stock Exchange,4979.26,6381.33,-1402.07,-171.46,Rs.81.7732,
22-Nov-22,Equity,Primary market & others,181.14,0,181.14,22.15,Rs.81.7732,
22-Nov-22,Equity,Sub-total,5160.4,6381.33,-1220.93,-149.31,Rs.81.7732,
23-Nov-22,Equity,Stock Exchange,7197.8,7615.68,-417.88,-51.1,Rs.81.7742,
23-Nov-22,Equity,Primary market & others,201.45,20.9,180.55,22.08,Rs.81.7742,
23-Nov-22,Equity,Sub-total,7399.25,7636.58,-237.33,-29.02,Rs.81.7742,
24-Nov-22,Equity,Stock Exchange,5573.11,7384.6,-1811.49,-221.41,Rs.81.8165,
24-Nov-22,Equity,Primary market & others,9.03,0.08,8.95,1.09,Rs.81.8165,
24-Nov-22,Equity,Sub-total,5582.14,7384.68,-1802.54,-220.32,Rs.81.8165,
25-Nov-22,Equity,Stock Exchange,9258.18,5023.76,4234.42,517.87,Rs.81.7655,
25-Nov-22,Equity,Primary market & others,0,0.06,-0.06,-0.01,Rs.81.7655,
25-Nov-22,Equity,Sub-total,9258.18,5023.82,4234.36,517.86,Rs.81.7655,
28-Nov-22,Equity,Stock Exchange,6430.14,5716.1,714.04,87.58,Rs.81.5289,
28-Nov-22,Equity,Primary market & others,0.05,0.01,0.04,0,Rs.81.5289,
28-Nov-22,Equity,Sub-total,6430.19,5716.11,714.08,87.58,Rs.81.5289,
29-Nov-22,Equity,Stock Exchange,9772.5,7157.52,2614.98,319.86,Rs.81.7545,
29-Nov-22,Equity,Primary market & others,0,0,0,0,Rs.81.7545,
29-Nov-22,Equity,Sub-total,9772.5,7157.52,2614.98,319.86,Rs.81.7545,
30-Nov-22,Equity,Stock Exchange,6589.43,5294.49,1294.94,158.48,Rs.81.7121,
30-Nov-22,Equity,Primary market & others,16,31.62,-15.62,-1.91,Rs.81.7121,
30-Nov-22,Equity,Sub-total,6605.43,5326.11,1279.32,156.57,Rs.81.7121,
01-Dec-22,Equity,Stock Exchange,39585.41,30607.45,8977.96,1100.28,Rs.81.5970,
01-Dec-22,Equity,Primary market & others,0.01,65.32,-65.31,-8,Rs.81.5970,
01-Dec-22,Equity,Sub-total,39585.42,30672.77,8912.65,1092.28,Rs.81.5970,
02-Dec-22,Equity,Stock Exchange,7930.49,9406.61,-1476.12,-181.9,Rs.81.1512,
02-Dec-22,Equity,Primary market & others,0.94,0,0.94,0.12,Rs.81.1512,
02-Dec-22,Equity,Sub-total,7931.43,9406.61,-1475.18,-181.78,Rs.81.1512,
05-Dec-22,Equity,Stock Exchange,10607.3,10247.45,359.85,44.33,Rs.81.1771,
05-Dec-22,Equity,Primary market & others,14.85,0.3,14.55,1.79,Rs.81.1771,
05-Dec-22,Equity,Sub-total,10622.15,10247.75,374.4,46.12,Rs.81.1771,
06-Dec-22,Equity,Stock Exchange,8861.4,9755.43,-894.03,-109.58,Rs.81.5855,
06-Dec-22,Equity,Primary market & others,0,0,0,0,Rs.81.5855,
06-Dec-22,Equity,Sub-total,8861.4,9755.43,-894.03,-109.58,Rs.81.5855,
07-Dec-22,Equity,Stock Exchange,7029.98,7345.28,-315.3,-38.32,Rs.82.2800,
07-Dec-22,Equity,Primary market & others,58.29,0,58.29,7.08,Rs.82.2800,
07-Dec-22,Equity,Sub-total,7088.27,7345.28,-257.01,-31.24,Rs.82.2800,
08-Dec-22,Equity,Stock Exchange,6370.16,7752.07,-1381.91,-167.42,Rs.82.5391,
08-Dec-22,Equity,Primary market & others,0.77,1.03,-0.26,-0.03,Rs.82.5391,
08-Dec-22,Equity,Sub-total,6370.93,7753.1,-1382.17,-167.45,Rs.82.5391,
09-Dec-22,Equity,Stock Exchange,8897.61,9815.37,-917.76,-111.54,Rs.82.2844,
09-Dec-22,Equity,Primary market & others,139.96,1.25,138.71,16.86,Rs.82.2844,
09-Dec-22,Equity,Sub-total,9037.57,9816.62,-779.05,-94.68,Rs.82.2844,
12-Dec-22,Equity,Stock Exchange,7569.46,7662.16,-92.7,-11.28,Rs.82.2092,
12-Dec-22,Equity,Primary market & others,6.65,11.94,-5.29,-0.64,Rs.82.2092,
12-Dec-22,Equity,Sub-total,7576.11,7674.1,-97.99,-11.92,Rs.82.2092,
13-Dec-22,Equity,Stock Exchange,7147.67,6866.13,281.54,34.07,Rs.82.6425,
13-Dec-22,Equity,Primary market & others,3333.69,0,3333.69,403.39,Rs.82.6425,
13-Dec-22,Equity,Sub-total,10481.36,6866.13,3615.23,437.46,Rs.82.6425,
14-Dec-22,Equity,Stock Exchange,9621.67,8952.42,669.25,80.91,Rs.82.7154,
14-Dec-22,Equity,Primary market & others,0.5,1.12,-0.62,-0.07,Rs.82.7154,
14-Dec-22,Equity,Sub-total,9622.17,8953.54,668.63,80.84,Rs.82.7154,
15-Dec-22,Equity,Stock Exchange,7172,6943.48,228.52,27.69,Rs.82.5170,
15-Dec-22,Equity,Primary market & others,102.8,0,102.8,12.46,Rs.82.5170,
15-Dec-22,Equity,Sub-total,7274.8,6943.48,331.32,40.15,Rs.82.5170,
16-Dec-22,Equity,Stock Exchange,7844.29,6556.06,1288.23,156.18,Rs.82.4822,
16-Dec-22,Equity,Primary market & others,250.68,0.58,250.1,30.32,Rs.82.4822,
16-Dec-22,Equity,Sub-total,8094.97,6556.64,1538.33,186.5,Rs.82.4822,
19-Dec-22,Equity,Stock Exchange,11322.92,12041.24,-718.32,-86.73,Rs.82.8184,
19-Dec-22,Equity,Primary market & others,0,19.11,-19.11,-2.31,Rs.82.8184,
19-Dec-22,Equity,Sub-total,11322.92,12060.35,-737.43,-89.04,Rs.82.8184,
20-Dec-22,Equity,Stock Exchange,5359.57,5498.86,-139.29,-16.85,Rs.82.6405,
20-Dec-22,Equity,Primary market & others,2.76,1.04,1.72,0.21,Rs.82.6405,
20-Dec-22,Equity,Sub-total,5362.33,5499.9,-137.57,-16.64,Rs.82.6405,
21-Dec-22,Equity,Stock Exchange,5524.99,4575.28,949.71,114.71,Rs.82.7902,
21-Dec-22,Equity,Primary market & others,268.53,0,268.53,32.43,Rs.82.7902,
21-Dec-22,Equity,Sub-total,5793.52,4575.28,1218.24,147.14,Rs.82.7902,
22-Dec-22,Equity,Stock Exchange,5000.8,5662.79,-661.99,-79.98,Rs.82.7736,
22-Dec-22,Equity,Primary market & others,165.63,3.09,162.54,19.64,Rs.82.7736,
22-Dec-22,Equity,Sub-total,5166.43,5665.88,-499.45,-60.34,Rs.82.7736,
23-Dec-22,Equity,Stock Exchange,5423.17,4302.18,1120.99,135.6,Rs.82.6679,
23-Dec-22,Equity,Primary market & others,40.18,2.71,37.47,4.53,Rs.82.6679,
23-Dec-22,Equity,Sub-total,5463.35,4304.89,1158.46,140.13,Rs.82.6679,
26-Dec-22,Equity,Stock Exchange,3479.49,4348.19,-868.7,-104.83,Rs.82.8685,
26-Dec-22,Equity,Primary market & others,0,9.06,-9.06,-1.09,Rs.82.8685,
26-Dec-22,Equity,Sub-total,3479.49,4357.25,-877.76,-105.92,Rs.82.8685,
27-Dec-22,Equity,Stock Exchange,2282.72,2050.03,232.69,28.12,Rs.82.7373,
27-Dec-22,Equity,Primary market & others,4,0,4,0.48,Rs.82.7373,
27-Dec-22,Equity,Sub-total,2286.72,2050.03,236.69,28.6,Rs.82.7373,
28-Dec-22,Equity,Stock Exchange,2393.6,2732.55,-338.95,-40.94,Rs.82.7936,
28-Dec-22,Equity,Primary market & others,500.67,0.15,500.52,60.45,Rs.82.7936,
28-Dec-22,Equity,Sub-total,2894.27,2732.7,161.57,19.51,Rs.82.7936,
29-Dec-22,Equity,Stock Exchange,4208.06,4716.09,-508.03,-61.27,Rs.82.9183,
29-Dec-22,Equity,Primary market & others,80.66,0.36,80.3,9.68,Rs.82.9183,
29-Dec-22,Equity,Sub-total,4288.72,4716.45,-427.73,-51.59,Rs.82.9183,
30-Dec-22,Equity,Stock Exchange,5558.88,5099.91,458.97,55.41,Rs.82.8346,
30-Dec-22,Equity,Primary market & others,9.87,0,9.87,1.19,Rs.82.8346,
30-Dec-22,Equity,Sub-total,5568.75,5099.91,468.84,56.6,Rs.82.8346,
02-Jan-23,Equity,Stock Exchange,1759.97,5327.37,-3567.4,-430.92,Rs.82.7862,
02-Jan-23,Equity,Primary market & others,10.34,2.99,7.35,0.89,Rs.82.7862,
02-Jan-23,Equity,Sub-total,1770.31,5330.36,-3560.05,-430.03,Rs.82.7862,
03-Jan-23,Equity,Stock Exchange,3554.57,1890.43,1664.14,201.4,Rs.82.6287,
03-Jan-23,Equity,Primary market & others,0,2.61,-2.61,-0.32,Rs.82.6287,
03-Jan-23,Equity,Sub-total,3554.57,1893.04,1661.53,201.08,Rs.82.6287,
04-Jan-23,Equity,Stock Exchange,3235.01,3576.23,-341.22,-41.22,Rs.82.7817,
04-Jan-23,Equity,Primary market & others,84.94,0,84.94,10.26,Rs.82.7817,
04-Jan-23,Equity,Sub-total,3319.95,3576.23,-256.28,-30.96,Rs.82.7817,
05-Jan-23,Equity,Stock Exchange,4512.26,6973.37,-2461.11,-296.86,Rs.82.9052,
05-Jan-23,Equity,Primary market & others,0,0,0,0,Rs.82.9052,
05-Jan-23,Equity,Sub-total,4512.26,6973.37,-2461.11,-296.86,Rs.82.9052,
06-Jan-23,Equity,Stock Exchange,7320.63,8576.57,-1255.94,-151.87,Rs.82.6973,
06-Jan-23,Equity,Primary market & others,0.25,0.72,-0.47,-0.06,Rs.82.6973,
06-Jan-23,Equity,Sub-total,7320.88,8577.29,-1256.41,-151.93,Rs.82.6973,
09-Jan-23,Equity,Stock Exchange,3876.34,6651.21,-2774.87,-335.8,Rs.82.6348,
09-Jan-23,Equity,Primary market & others,101.09,2.28,98.81,11.96,Rs.82.6348,
09-Jan-23,Equity,Sub-total,3977.43,6653.49,-2676.06,-323.84,Rs.82.6348,
10-Jan-23,Equity,Stock Exchange,8756.09,8714.88,41.21,5,Rs.82.3662,
10-Jan-23,Equity,Primary market & others,21.7,5.5,16.2,1.97,Rs.82.3662,
10-Jan-23,Equity,Sub-total,8777.79,8720.38,57.41,6.97,Rs.82.3662,
11-Jan-23,Equity,Stock Exchange,6425.14,8250.84,-1825.7,-222.08,Rs.82.2108,
11-Jan-23,Equity,Primary market & others,13.29,12.96,0.33,0.04,Rs.82.2108,
11-Jan-23,Equity,Sub-total,6438.43,8263.8,-1825.37,-222.04,Rs.82.2108,
12-Jan-23,Equity,Stock Exchange,6792.75,10194.74,-3401.99,-416.39,Rs.81.7029,
12-Jan-23,Equity,Primary market & others,8.81,11.73,-2.92,-0.36,Rs.81.7029,
12-Jan-23,Equity,Sub-total,6801.56,10206.47,-3404.91,-416.75,Rs.81.7029,
13-Jan-23,Equity,Stock Exchange,8716.74,10061.62,-1344.88,-164.57,Rs.81.7187,
13-Jan-23,Equity,Primary market & others,0,1.91,-1.91,-0.23,Rs.81.7187,
13-Jan-23,Equity,Sub-total,8716.74,10063.53,-1346.79,-164.8,Rs.81.7187,
16-Jan-23,Equity,Stock Exchange,6844.84,10584.74,-3739.9,-459.26,Rs.81.4328,
16-Jan-23,Equity,Primary market & others,0.41,0,0.41,0.05,Rs.81.4328,
16-Jan-23,Equity,Sub-total,6845.25,10584.74,-3739.49,-459.21,Rs.81.4328,
17-Jan-23,Equity,Stock Exchange,8513.77,6929.15,1584.62,194.74,Rs.81.3719,
17-Jan-23,Equity,Primary market & others,2.05,15.94,-13.89,-1.71,Rs.81.3719,
17-Jan-23,Equity,Sub-total,8515.82,6945.09,1570.73,193.03,Rs.81.3719,
18-Jan-23,Equity,Stock Exchange,8664.83,7306.55,1358.28,166.1,Rs.81.7727,
18-Jan-23,Equity,Primary market & others,2.85,2.43,0.42,0.05,Rs.81.7727,
18-Jan-23,Equity,Sub-total,8667.68,7308.98,1358.7,166.15,Rs.81.7727,
19-Jan-23,Equity,Stock Exchange,8488.02,8427.72,60.3,7.39,Rs.81.6480,
19-Jan-23,Equity,Primary market & others,3.65,9.36,-5.71,-0.7,Rs.81.6480,
19-Jan-23,Equity,Sub-total,8491.67,8437.08,54.59,6.69,Rs.81.6480,
20-Jan-23,Equity,Stock Exchange,7782.93,7203.67,579.26,71.2,Rs.81.3577,
20-Jan-23,Equity,Primary market & others,8.64,0,8.64,1.06,Rs.81.3577,
20-Jan-23,Equity,Sub-total,7791.57,7203.67,587.9,72.26,Rs.81.3577,
23-Jan-23,Equity,Stock Exchange,8310.32,9948.94,-1638.62,-201.75,Rs.81.2196,
23-Jan-23,Equity,Primary market & others,0.19,2.32,-2.13,-0.26,Rs.81.2196,
23-Jan-23,Equity,Sub-total,8310.51,9951.26,-1640.75,-202.01,Rs.81.2196,
24-Jan-23,Equity,Stock Exchange,5814.34,5588.27,226.07,27.82,Rs.81.2757,
24-Jan-23,Equity,Primary market & others,0,1.84,-1.84,-0.23,Rs.81.2757,
24-Jan-23,Equity,Sub-total,5814.34,5590.11,224.23,27.59,Rs.81.2757,
25-Jan-23,Equity,Stock Exchange,6446.76,6562.84,-116.08,-14.23,Rs.81.6020,
25-Jan-23,Equity,Primary market & others,1.8,0,1.8,0.22,Rs.81.6020,
25-Jan-23,Equity,Sub-total,6448.56,6562.84,-114.28,-14.01,Rs.81.6020,
27-Jan-23,Equity,Stock Exchange,8101.95,8357.68,-255.73,-31.33,Rs.81.6263,
27-Jan-23,Equity,Primary market & others,0,0.77,-0.77,-0.09,Rs.81.6263,
27-Jan-23,Equity,Sub-total,8101.95,8358.45,-256.5,-31.42,Rs.81.6263,
30-Jan-23,Equity,Stock Exchange,12208.62,18346.69,-6138.07,-752.73,Rs.81.5445,
30-Jan-23,Equity,Primary market & others,1.81,0,1.81,0.22,Rs.81.5445,
30-Jan-23,Equity,Sub-total,12210.43,18346.69,-6136.26,-752.51,Rs.81.5445,
31-Jan-23,Equity,Stock Exchange,12687.74,18383.43,-5695.69,-697.53,Rs.81.6552,
31-Jan-23,Equity,Primary market & others,2.84,0,2.84,0.35,Rs.81.6552,
31-Jan-23,Equity,Sub-total,12690.58,18383.43,-5692.85,-697.18,Rs.81.6552,
01-Feb-23,Equity,Stock Exchange,15167.09,19829.43,-4662.34,-570.4,Rs.81.7387,
01-Feb-23,Equity,Primary market & others,4.47,0,4.47,0.55,Rs.81.7387,
01-Feb-23,Equity,Sub-total,15171.56,19829.43,-4657.87,-569.85,Rs.81.7387,
02-Feb-23,Equity,Stock Exchange,14803.4,12259.49,2543.91,310.8,Rs.81.8494,
02-Feb-23,Equity,Primary market & others,1.24,2.52,-1.28,-0.16,Rs.81.8494,
02-Feb-23,Equity,Sub-total,14804.64,12262.01,2542.63,310.64,Rs.81.8494,
03-Feb-23,Equity,Stock Exchange,9031.44,12667.3,-3635.86,-443.65,Rs.81.9536,
03-Feb-23,Equity,Primary market & others,3.78,5.61,-1.83,-0.22,Rs.81.9536,
03-Feb-23,Equity,Sub-total,9035.22,12672.91,-3637.69,-443.87,Rs.81.9536,
06-Feb-23,Equity,Stock Exchange,10010.06,10246.9,-236.84,-28.8,Rs.82.2296,
06-Feb-23,Equity,Primary market & others,11.79,24.86,-13.07,-1.59,Rs.82.2296,
06-Feb-23,Equity,Sub-total,10021.85,10271.76,-249.91,-30.39,Rs.82.2296,
07-Feb-23,Equity,Stock Exchange,7047.52,8086.74,-1039.22,-126.04,Rs.82.4540,
07-Feb-23,Equity,Primary market & others,0.73,0,0.73,0.09,Rs.82.4540,
07-Feb-23,Equity,Sub-total,7048.25,8086.74,-1038.49,-125.95,Rs.82.4540,
08-Feb-23,Equity,Stock Exchange,7282.94,9492.31,-2209.37,-267.17,Rs.82.6959,
08-Feb-23,Equity,Primary market & others,3.14,0.59,2.55,0.31,Rs.82.6959,
08-Feb-23,Equity,Sub-total,7286.08,9492.9,-2206.82,-266.86,Rs.82.6959,
09-Feb-23,Equity,Stock Exchange,7702.32,8158.7,-456.38,-55.2,Rs.82.6746,
09-Feb-23,Equity,Primary market & others,0,0,0,0,Rs.82.6746,
09-Feb-23,Equity,Sub-total,7702.32,8158.7,-456.38,-55.2,Rs.82.6746,
10-Feb-23,Equity,Stock Exchange,7029.12,6999.04,30.08,3.64,Rs.82.6103,
10-Feb-23,Equity,Primary market & others,2.6,0,2.6,0.31,Rs.82.6103,
10-Feb-23,Equity,Sub-total,7031.72,6999.04,32.68,3.95,Rs.82.6103,
13-Feb-23,Equity,Stock Exchange,7707.43,5978.88,1728.55,209.32,Rs.82.5787,
13-Feb-23,Equity,Primary market & others,0.4,3.17,-2.77,-0.34,Rs.82.5787,
13-Feb-23,Equity,Sub-total,7707.83,5982.05,1725.78,208.98,Rs.82.5787,
14-Feb-23,Equity,Stock Exchange,7413.16,5913.38,1499.78,181.34,Rs.82.7046,
14-Feb-23,Equity,Primary market & others,0.39,3.22,-2.83,-0.34,Rs.82.7046,
14-Feb-23,Equity,Sub-total,7413.55,5916.6,1496.95,181,Rs.82.7046,
15-Feb-23,Equity,Stock Exchange,8417.7,6775.09,1642.61,198.58,Rs.82.7163,
15-Feb-23,Equity,Primary market & others,0,0,0,0,Rs.82.7163,
15-Feb-23,Equity,Sub-total,8417.7,6775.09,1642.61,198.58,Rs.82.7163,
16-Feb-23,Equity,Stock Exchange,8574.77,7804.36,770.41,92.97,Rs.82.8621,
16-Feb-23,Equity,Primary market & others,0.62,0,0.62,0.07,Rs.82.8621,
16-Feb-23,Equity,Sub-total,8575.39,7804.36,771.03,93.04,Rs.82.8621,
17-Feb-23,Equity,Stock Exchange,8607.72,6647.23,1960.49,237.23,Rs.82.6414,
17-Feb-23,Equity,Primary market & others,75.62,6.65,68.97,8.35,Rs.82.6414,
17-Feb-23,Equity,Sub-total,8683.34,6653.88,2029.46,245.58,Rs.82.6414,
20-Feb-23,Equity,Stock Exchange,4417.53,5161.8,-744.27,-89.88,Rs.82.8085,
20-Feb-23,Equity,Primary market & others,2.88,3.15,-0.27,-0.03,Rs.82.8085,
20-Feb-23,Equity,Sub-total,4420.41,5164.95,-744.54,-89.91,Rs.82.8085,
21-Feb-23,Equity,Stock Exchange,4603.29,4215.8,387.49,46.86,Rs.82.6902,
21-Feb-23,Equity,Primary market & others,82.57,0,82.57,9.99,Rs.82.6902,
21-Feb-23,Equity,Sub-total,4685.86,4215.8,470.06,56.85,Rs.82.6902,
22-Feb-23,Equity,Stock Exchange,5550.18,4721.57,828.61,100.13,Rs.82.7562,
22-Feb-23,Equity,Primary market & others,200.2,0.05,200.15,24.19,Rs.82.7562,
22-Feb-23,Equity,Sub-total,5750.38,4721.62,1028.76,124.32,Rs.82.7562,
23-Feb-23,Equity,Stock Exchange,6199.38,6259.44,-60.06,-7.25,Rs.82.8434,
23-Feb-23,Equity,Primary market & others,0.09,1.91,-1.82,-0.22,Rs.82.8434,
23-Feb-23,Equity,Sub-total,6199.47,6261.35,-61.88,-7.47,Rs.82.8434,
24-Feb-23,Equity,Stock Exchange,7798.33,8773.91,-975.58,-117.88,Rs.82.7628,
24-Feb-23,Equity,Primary market & others,1.23,24.77,-23.54,-2.84,Rs.82.7628,
24-Feb-23,Equity,Sub-total,7799.56,8798.68,-999.12,-120.72,Rs.82.7628,
27-Feb-23,Equity,Stock Exchange,5966.03,7310.61,-1344.58,-162.5,Rs.82.7432,
27-Feb-23,Equity,Primary market & others,0.01,8.49,-8.48,-1.02,Rs.82.7432,
27-Feb-23,Equity,Sub-total,5966.04,7319.1,-1353.06,-163.52,Rs.82.7432,
28-Feb-23,Equity,Stock Exchange,4419.69,6030.28,-1610.59,-194.25,Rs.82.9145,
28-Feb-23,Equity,Primary market & others,2.58,20.5,-17.92,-2.16,Rs.82.9145,
28-Feb-23,Equity,Sub-total,4422.27,6050.78,-1628.51,-196.41,Rs.82.9145,
01-Mar-23,Equity,Stock Exchange,18424.7,23047.33,-4622.63,-559.09,Rs.82.6816,
01-Mar-23,Equity,Primary market & others,0.85,20.82,-19.97,-2.42,Rs.82.6816,
01-Mar-23,Equity,Sub-total,18425.55,23068.15,-4642.6,-561.51,Rs.82.6816,
02-Mar-23,Equity,Stock Exchange,7173.08,6400,773.08,93.65,Rs.82.5467,
02-Mar-23,Equity,Primary market & others,82.63,14.78,67.85,8.22,Rs.82.5467,
02-Mar-23,Equity,Sub-total,7255.71,6414.78,840.93,101.87,Rs.82.5467,
03-Mar-23,Equity,Stock Exchange,20564.32,7812.21,12752.11,1544.67,Rs.82.5555,
03-Mar-23,Equity,Primary market & others,0,11.06,-11.06,-1.34,Rs.82.5555,
03-Mar-23,Equity,Sub-total,20564.32,7823.27,12741.05,1543.33,Rs.82.5555,
06-Mar-23,Equity,Stock Exchange,6961.81,6717.71,244.1,29.67,Rs.82.2643,
06-Mar-23,Equity,Primary market & others,2.18,9.44,-7.26,-0.88,Rs.82.2643,
06-Mar-23,Equity,Sub-total,6963.99,6727.15,236.84,28.79,Rs.82.2643,
08-Mar-23,Equity,Stock Exchange,7035.67,6169.63,866.04,105.94,Rs.81.7448,
08-Mar-23,Equity,Primary market & others,0,0,0,0,Rs.81.7448,
08-Mar-23,Equity,Sub-total,7035.67,6169.63,866.04,105.94,Rs.81.7448,
09-Mar-23,Equity,Stock Exchange,11520.35,7489.25,4031.1,491.07,Rs.82.0890,
09-Mar-23,Equity,Primary market & others,0.17,80.31,-80.14,-9.76,Rs.82.0890,
09-Mar-23,Equity,Sub-total,11520.52,7569.56,3950.96,481.31,Rs.82.0890,
10-Mar-23,Equity,Stock Exchange,7618.4,8074.29,-455.89,-55.65,Rs.81.9159,
10-Mar-23,Equity,Primary market & others,5.87,3.43,2.44,0.3,Rs.81.9159,
10-Mar-23,Equity,Sub-total,7624.27,8077.72,-453.45,-55.35,Rs.81.9159,
13-Mar-23,Equity,Stock Exchange,5137.96,6924.71,-1786.75,-217.86,Rs.82.0147,
13-Mar-23,Equity,Primary market & others,22.39,0,22.39,2.73,Rs.82.0147,
13-Mar-23,Equity,Sub-total,5160.35,6924.71,-1764.36,-215.13,Rs.82.0147,
14-Mar-23,Equity,Stock Exchange,9526.27,6552.83,2973.44,363,Rs.81.9132,
14-Mar-23,Equity,Primary market & others,35.18,0,35.18,4.29,Rs.81.9132,
